section_id	section_title	paper_id	why
3.1	Agent loop and action spaces	P0203	Matches subsection 'Agent loop and action spaces' via shared terms (agent, act, agent) in the paper title/abstract.
3.1	Agent loop and action spaces	P0209	Matches subsection 'Agent loop and action spaces' via shared terms (agent, agent, cues) in the paper title/abstract.
3.1	Agent loop and action spaces	P0225	Matches subsection 'Agent loop and action spaces' via shared terms (agent, agent, comparison) in the paper title/abstract.
3.1	Agent loop and action spaces	P0238	Matches subsection 'Agent loop and action spaces' via shared terms (agent, agent, design) in the paper title/abstract.
3.1	Agent loop and action spaces	P0102	Matches subsection 'Agent loop and action spaces' via shared terms (agent, agent, data) in the paper title/abstract.
3.1	Agent loop and action spaces	P0270	Matches subsection 'Agent loop and action spaces' via shared terms (agent, agent, benchmarks) in the paper title/abstract.
3.1	Agent loop and action spaces	P0138	Matches subsection 'Agent loop and action spaces' via shared terms (agent, act, agent) in the paper title/abstract. (also mapped 1× already)
3.1	Agent loop and action spaces	P0177	Matches subsection 'Agent loop and action spaces' via shared terms (agent, agent, architecture) in the paper title/abstract. (also mapped 1× already)
3.1	Agent loop and action spaces	P0037	Matches subsection 'Agent loop and action spaces' via shared terms (agent, agent, architecture) in the paper title/abstract. (also mapped 1× already)
3.1	Agent loop and action spaces	P0116	Matches subsection 'Agent loop and action spaces' via shared terms (agent, agent, data) in the paper title/abstract. (also mapped 1× already)
3.1	Agent loop and action spaces	P0297	Matches subsection 'Agent loop and action spaces' via shared terms (agent, agent, benchmarks) in the paper title/abstract. (also mapped 1× already)
3.1	Agent loop and action spaces	P0001	Matches subsection 'Agent loop and action spaces' via shared terms (action, benchmarks, human) in the paper title/abstract. (also mapped 2× already)
3.2	Tool interfaces and orchestration	P0081	Matches subsection 'Tool interfaces and orchestration' via shared terms (tool, benchmarks, correctness) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0282	Matches subsection 'Tool interfaces and orchestration' via shared terms (tool, choices, data) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0009	Matches subsection 'Tool interfaces and orchestration' via shared terms (tool, benchmarks, datasets) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0054	Matches subsection 'Tool interfaces and orchestration' via shared terms (tool, design, major) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0230	Matches subsection 'Tool interfaces and orchestration' via shared terms (tool, architecture, core) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0242	Matches subsection 'Tool interfaces and orchestration' via shared terms (tool, calling, data) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0108	Matches subsection 'Tool interfaces and orchestration' via shared terms (tool, apis, benchmarks) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0022	Matches subsection 'Tool interfaces and orchestration' via shared terms (tool, benchmarks, calling) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0138	Matches subsection 'Tool interfaces and orchestration' via shared terms (tool, design, major) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0192	Matches subsection 'Tool interfaces and orchestration' via shared terms (tool, evaluation, identify) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0197	Matches subsection 'Tool interfaces and orchestration' via shared terms (tool, evaluation, limitations) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0096	Matches subsection 'Tool interfaces and orchestration' via shared terms (tool, data, datasets) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0010	Matches subsection 'Tool interfaces and orchestration' via shared terms (architecture, data, datasets) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0066	Matches subsection 'Tool interfaces and orchestration' via shared terms (data, design, explicit) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0083	Matches subsection 'Tool interfaces and orchestration' via shared terms (tool, calling, modes) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0167	Matches subsection 'Tool interfaces and orchestration' via shared terms (affect, evidence, how) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0214	Matches subsection 'Tool interfaces and orchestration' via shared terms (benchmarks, data, evaluation) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0016	Matches subsection 'Tool interfaces and orchestration' via shared terms (tool, comparison, identify) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0107	Matches subsection 'Tool interfaces and orchestration' via shared terms (tool, design, limitations) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0284	Matches subsection 'Tool interfaces and orchestration' via shared terms (tool, architecture, calling) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0013	Matches subsection 'Tool interfaces and orchestration' via shared terms (architecture, constraints, core) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0026	Matches subsection 'Tool interfaces and orchestration' via shared terms (benchmarks, data, datasets) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0196	Matches subsection 'Tool interfaces and orchestration' via shared terms (benchmarks, core, data) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0229	Matches subsection 'Tool interfaces and orchestration' via shared terms (tool, orchestration, recent) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0019	Matches subsection 'Tool interfaces and orchestration' via shared terms (architecture, choices, data) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0093	Matches subsection 'Tool interfaces and orchestration' via shared terms (design, function, how) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0277	Matches subsection 'Tool interfaces and orchestration' via shared terms (data, failure, possible) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0001	Matches subsection 'Tool interfaces and orchestration' via shared terms (benchmarks, human, interface) in the paper title/abstract.
4.1	Planning and reasoning loops	P0089	Matches subsection 'Planning and reasoning loops' via shared terms (planning, reasoning, evaluation) in the paper title/abstract.
4.1	Planning and reasoning loops	P0042	Matches subsection 'Planning and reasoning loops' via shared terms (reasoning, benchmarks, core) in the paper title/abstract.
4.1	Planning and reasoning loops	P0077	Matches subsection 'Planning and reasoning loops' via shared terms (planning, comparisons, components) in the paper title/abstract.
4.1	Planning and reasoning loops	P0114	Matches subsection 'Planning and reasoning loops' via shared terms (planning, architecture, calls) in the paper title/abstract.
4.1	Planning and reasoning loops	P0015	Matches subsection 'Planning and reasoning loops' via shared terms (reasoning, components, explicit) in the paper title/abstract.
4.1	Planning and reasoning loops	P0059	Matches subsection 'Planning and reasoning loops' via shared terms (planning, benchmarks, failure) in the paper title/abstract.
4.1	Planning and reasoning loops	P0088	Matches subsection 'Planning and reasoning loops' via shared terms (reasoning, benchmarks, evidence) in the paper title/abstract.
4.1	Planning and reasoning loops	P0208	Matches subsection 'Planning and reasoning loops' via shared terms (planning, design, explicit) in the paper title/abstract.
4.1	Planning and reasoning loops	P0219	Matches subsection 'Planning and reasoning loops' via shared terms (planning, reasoning, datasets) in the paper title/abstract.
4.1	Planning and reasoning loops	P0055	Matches subsection 'Planning and reasoning loops' via shared terms (planning, reasoning, human) in the paper title/abstract. (also mapped 1× already)
4.1	Planning and reasoning loops	P0030	Matches subsection 'Planning and reasoning loops' via shared terms (reasoning, explicit, how) in the paper title/abstract.
4.1	Planning and reasoning loops	P0186	Matches subsection 'Planning and reasoning loops' via shared terms (planning, decomposition, human) in the paper title/abstract.
4.1	Planning and reasoning loops	P0200	Matches subsection 'Planning and reasoning loops' via shared terms (reasoning, core, design) in the paper title/abstract.
4.1	Planning and reasoning loops	P0233	Matches subsection 'Planning and reasoning loops' via shared terms (reasoning, comparison, evaluation) in the paper title/abstract.
4.1	Planning and reasoning loops	P0038	Matches subsection 'Planning and reasoning loops' via shared terms (reasoning, datasets, interface) in the paper title/abstract.
4.1	Planning and reasoning loops	P0280	Matches subsection 'Planning and reasoning loops' via shared terms (reasoning, data, human) in the paper title/abstract.
4.1	Planning and reasoning loops	P0293	Matches subsection 'Planning and reasoning loops' via shared terms (planning, constraints, decomposition) in the paper title/abstract.
4.1	Planning and reasoning loops	P0027	Matches subsection 'Planning and reasoning loops' via shared terms (reasoning, mechanism, memory) in the paper title/abstract.
4.1	Planning and reasoning loops	P0062	Matches subsection 'Planning and reasoning loops' via shared terms (benchmarks, core, cover) in the paper title/abstract.
4.1	Planning and reasoning loops	P0132	Matches subsection 'Planning and reasoning loops' via shared terms (reasoning, architecture, benchmarks) in the paper title/abstract.
4.1	Planning and reasoning loops	P0150	Matches subsection 'Planning and reasoning loops' via shared terms (planning, design, evaluation) in the paper title/abstract.
4.1	Planning and reasoning loops	P0092	Matches subsection 'Planning and reasoning loops' via shared terms (planning, decomposition, human) in the paper title/abstract.
4.1	Planning and reasoning loops	P0109	Matches subsection 'Planning and reasoning loops' via shared terms (reasoning, data, datasets) in the paper title/abstract.
4.1	Planning and reasoning loops	P0110	Matches subsection 'Planning and reasoning loops' via shared terms (planning, constraints, memory) in the paper title/abstract.
4.1	Planning and reasoning loops	P0276	Matches subsection 'Planning and reasoning loops' via shared terms (planning, human, metrics) in the paper title/abstract.
4.1	Planning and reasoning loops	P0278	Matches subsection 'Planning and reasoning loops' via shared terms (planning, data, decomposition) in the paper title/abstract.
4.1	Planning and reasoning loops	P0117	Matches subsection 'Planning and reasoning loops' via shared terms (reasoning, data, explicit) in the paper title/abstract.
4.1	Planning and reasoning loops	P0001	Matches subsection 'Planning and reasoning loops' via shared terms (reasoning, benchmarks, components) in the paper title/abstract. (also mapped 3× already)
4.2	Memory and retrieval (RAG)	P0062	Matches subsection 'Memory and retrieval (RAG)' via shared terms (memory, benchmarks, core) in the paper title/abstract. (also mapped 1× already)
4.2	Memory and retrieval (RAG)	P0200	Matches subsection 'Memory and retrieval (RAG)' via shared terms (memory, retrieval, core) in the paper title/abstract. (also mapped 1× already)
4.2	Memory and retrieval (RAG)	P0121	Matches subsection 'Memory and retrieval (RAG)' via shared terms (memory, benchmarks, components) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0235	Matches subsection 'Memory and retrieval (RAG)' via shared terms (retrieval, core, design) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0091	Matches subsection 'Memory and retrieval (RAG)' via shared terms (memory, design, how) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0104	Matches subsection 'Memory and retrieval (RAG)' via shared terms (retrieval, data, interface) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0262	Matches subsection 'Memory and retrieval (RAG)' via shared terms (memory, architecture, human) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0047	Matches subsection 'Memory and retrieval (RAG)' via shared terms (memory, architecture, benchmarks) in the paper title/abstract. (also mapped 1× already)
4.2	Memory and retrieval (RAG)	P0120	Matches subsection 'Memory and retrieval (RAG)' via shared terms (memory, architecture, latency) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0011	Matches subsection 'Memory and retrieval (RAG)' via shared terms (datasets, evaluation, long) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0032	Matches subsection 'Memory and retrieval (RAG)' via shared terms (memory, architecture, benchmarks) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0034	Matches subsection 'Memory and retrieval (RAG)' via shared terms (architecture, benchmarks, data) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0064	Matches subsection 'Memory and retrieval (RAG)' via shared terms (retrieval, benchmarks, explicit) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0169	Matches subsection 'Memory and retrieval (RAG)' via shared terms (memory, data, datasets) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0189	Matches subsection 'Memory and retrieval (RAG)' via shared terms (retrieval, design, evaluation) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0220	Matches subsection 'Memory and retrieval (RAG)' via shared terms (rag, data, how) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0223	Matches subsection 'Memory and retrieval (RAG)' via shared terms (memory, components, core) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0094	Matches subsection 'Memory and retrieval (RAG)' via shared terms (memory, architecture, human) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0026	Matches subsection 'Memory and retrieval (RAG)' via shared terms (benchmarks, data, datasets) in the paper title/abstract. (also mapped 1× already)
4.2	Memory and retrieval (RAG)	P0016	Matches subsection 'Memory and retrieval (RAG)' via shared terms (rag, comparison, identify) in the paper title/abstract. (also mapped 1× already)
4.2	Memory and retrieval (RAG)	P0128	Matches subsection 'Memory and retrieval (RAG)' via shared terms (memory, architecture, human) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0066	Matches subsection 'Memory and retrieval (RAG)' via shared terms (data, design, explicit) in the paper title/abstract. (also mapped 1× already)
4.2	Memory and retrieval (RAG)	P0300	Matches subsection 'Memory and retrieval (RAG)' via shared terms (memory, architecture, core) in the paper title/abstract. (also mapped 1× already)
4.2	Memory and retrieval (RAG)	P0166	Matches subsection 'Memory and retrieval (RAG)' via shared terms (retrieval, axes, recent) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0173	Matches subsection 'Memory and retrieval (RAG)' via shared terms (memory, datasets, long) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0118	Matches subsection 'Memory and retrieval (RAG)' via shared terms (benchmarks, design, how) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0033	Matches subsection 'Memory and retrieval (RAG)' via shared terms (data, failure, grounding) in the paper title/abstract. (also mapped 1× already)
4.2	Memory and retrieval (RAG)	P0001	Matches subsection 'Memory and retrieval (RAG)' via shared terms (benchmarks, components, human) in the paper title/abstract. (also mapped 4× already)
5.1	Self-improvement and adaptation	P0180	Matches subsection 'Self-improvement and adaptation' via shared terms (adaptation, adaptation, benchmarks) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0051	Matches subsection 'Self-improvement and adaptation' via shared terms (self, design, driven) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0087	Matches subsection 'Self-improvement and adaptation' via shared terms (self, critique, evaluation) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0214	Matches subsection 'Self-improvement and adaptation' via shared terms (self, benchmarks, data) in the paper title/abstract. (also mapped 1× already)
5.1	Self-improvement and adaptation	P0144	Matches subsection 'Self-improvement and adaptation' via shared terms (self, adaptation, benchmarks) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0079	Matches subsection 'Self-improvement and adaptation' via shared terms (adaptation, adaptation, benchmarks) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0084	Matches subsection 'Self-improvement and adaptation' via shared terms (datasets, evaluation, how) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0171	Matches subsection 'Self-improvement and adaptation' via shared terms (comparison, coordination, cost) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0187	Matches subsection 'Self-improvement and adaptation' via shared terms (adaptation, benchmarks, datasets) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0099	Matches subsection 'Self-improvement and adaptation' via shared terms (benchmarks, core, design) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0245	Matches subsection 'Self-improvement and adaptation' via shared terms (self, evaluation, human) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0247	Matches subsection 'Self-improvement and adaptation' via shared terms (adaptation, benchmarks, data) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0050	Matches subsection 'Self-improvement and adaptation' via shared terms (benchmarks, design, driven) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0260	Matches subsection 'Self-improvement and adaptation' via shared terms (aggregation, communication, cost) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0093	Matches subsection 'Self-improvement and adaptation' via shared terms (design, how, learning) in the paper title/abstract. (also mapped 1× already)
5.1	Self-improvement and adaptation	P0277	Matches subsection 'Self-improvement and adaptation' via shared terms (data, failure, learning) in the paper title/abstract. (also mapped 1× already)
5.1	Self-improvement and adaptation	P0136	Matches subsection 'Self-improvement and adaptation' via shared terms (data, driven, how) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0190	Matches subsection 'Self-improvement and adaptation' via shared terms (data, design, driven) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0195	Matches subsection 'Self-improvement and adaptation' via shared terms (evaluation, how, name) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0205	Matches subsection 'Self-improvement and adaptation' via shared terms (driven, learning, major) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0221	Matches subsection 'Self-improvement and adaptation' via shared terms (communication, data, design) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0035	Matches subsection 'Self-improvement and adaptation' via shared terms (architecture, communication, coordination) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0261	Matches subsection 'Self-improvement and adaptation' via shared terms (architecture, benchmarks, datasets) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0042	Matches subsection 'Self-improvement and adaptation' via shared terms (adaptation, benchmarks, coordination) in the paper title/abstract. (also mapped 1× already)
5.1	Self-improvement and adaptation	P0133	Matches subsection 'Self-improvement and adaptation' via shared terms (data, datasets, design) in the paper title/abstract. (also mapped 1× already)
5.1	Self-improvement and adaptation	P0167	Matches subsection 'Self-improvement and adaptation' via shared terms (driven, evidence, how) in the paper title/abstract. (also mapped 1× already)
5.1	Self-improvement and adaptation	P0208	Matches subsection 'Self-improvement and adaptation' via shared terms (coordination, design, driven) in the paper title/abstract. (also mapped 1× already)
5.1	Self-improvement and adaptation	P0300	Matches subsection 'Self-improvement and adaptation' via shared terms (architecture, core, cues) in the paper title/abstract. (also mapped 2× already)
5.2	Multi-agent coordination	P0248	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract. (also mapped 1× already)
5.2	Multi-agent coordination	P0012	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0149	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract. (also mapped 1× already)
5.2	Multi-agent coordination	P0230	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract. (also mapped 1× already)
5.2	Multi-agent coordination	P0080	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0085	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0139	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0159	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0198	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0286	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0294	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0115	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0280	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract. (also mapped 1× already)
5.2	Multi-agent coordination	P0070	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0078	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0182	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0194	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0291	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0040	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0119	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0079	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, adaptation) in the paper title/abstract. (also mapped 1× already)
5.2	Multi-agent coordination	P0084	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract. (also mapped 1× already)
5.2	Multi-agent coordination	P0108	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract. (also mapped 1× already)
5.2	Multi-agent coordination	P0270	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract. (also mapped 1× already)
5.2	Multi-agent coordination	P0183	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0212	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0255	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract. (also mapped 1× already)
5.2	Multi-agent coordination	P0116	Matches subsection 'Multi-agent coordination' via shared terms (agent, agent, data) in the paper title/abstract. (also mapped 2× already)
6.1	Benchmarks and evaluation protocols	P0112	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, benchmarks, evaluation) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0193	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, benchmarks, evaluation) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0244	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, benchmarks, evaluation) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0275	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, data, evaluation) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0122	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, constraints, evaluation) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0181	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, evaluation, evidence) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0231	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, design, evaluation) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0113	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, benchmarks, evaluation) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0124	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (benchmarks, latency, policy) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0006	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, benchmarks, evaluation) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0028	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, benchmarks, evaluation) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0086	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (benchmarks, core, data) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0201	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (compute, constraints, explain) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0216	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (constraints, evaluation, include) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0037	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (architecture, benchmarks, core) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0010	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (architecture, data, datasets) in the paper title/abstract. (also mapped 1× already)
6.1	Benchmarks and evaluation protocols	P0033	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (data, failure, how) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0133	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (concerns, data, datasets) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0149	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (datasets, design, evaluation) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0162	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (benchmarks, data, evaluation) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0174	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, benchmarks, evaluation) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0177	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (architecture, conclusions, constraints) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0224	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, design, evaluation) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0248	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (data, datasets, design) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0274	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (benchmarks, core, data) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0116	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (data, design, evaluation) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0297	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (benchmarks, data, design) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0001	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (benchmarks, human, interface) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, security, and governance	P0019	Matches subsection 'Safety, security, and governance' via shared terms (security, agents, architecture) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, security, and governance	P0158	Matches subsection 'Safety, security, and governance' via shared terms (safety, agents, deployed) in the paper title/abstract.
6.2	Safety, security, and governance	P0058	Matches subsection 'Safety, security, and governance' via shared terms (security, agents, architecture) in the paper title/abstract. (also mapped 1× already)
