section_id	section_title	paper_id	why
3.1	Agent loop and action spaces	P0191	Matches subsection 'Agent loop and action spaces' via shared terms (agent, agent, environment) in the paper title/abstract.
3.1	Agent loop and action spaces	P0206	Matches subsection 'Agent loop and action spaces' via shared terms (agent, agent, cues) in the paper title/abstract.
3.1	Agent loop and action spaces	P0230	Matches subsection 'Agent loop and action spaces' via shared terms (agent, agent, architecture) in the paper title/abstract.
3.1	Agent loop and action spaces	P0236	Matches subsection 'Agent loop and action spaces' via shared terms (agent, agent, data) in the paper title/abstract.
3.1	Agent loop and action spaces	P0237	Matches subsection 'Agent loop and action spaces' via shared terms (agent, agent, design) in the paper title/abstract.
3.1	Agent loop and action spaces	P0262	Matches subsection 'Agent loop and action spaces' via shared terms (agent, agent, concrete) in the paper title/abstract.
3.1	Agent loop and action spaces	P0001	Matches subsection 'Agent loop and action spaces' via shared terms (action, benchmarks, human) in the paper title/abstract. (also mapped 2× already)
3.2	Tool interfaces and orchestration	P0162	Matches subsection 'Tool interfaces and orchestration' via shared terms (orchestration, tool, benchmarks) in the paper title/abstract. (also mapped 1× already)
3.2	Tool interfaces and orchestration	P0110	Matches subsection 'Tool interfaces and orchestration' via shared terms (tool, apis, constraints) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0189	Matches subsection 'Tool interfaces and orchestration' via shared terms (tool, benchmarks, correctness) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0022	Matches subsection 'Tool interfaces and orchestration' via shared terms (tool, benchmarks, correctness) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0187	Matches subsection 'Tool interfaces and orchestration' via shared terms (tool, benchmarks, data) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0108	Matches subsection 'Tool interfaces and orchestration' via shared terms (tool, benchmarks, core) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0037	Matches subsection 'Tool interfaces and orchestration' via shared terms (tool, design, major) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0079	Matches subsection 'Tool interfaces and orchestration' via shared terms (tool, calling, data) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0273	Matches subsection 'Tool interfaces and orchestration' via shared terms (tool, apis, benchmarks) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0014	Matches subsection 'Tool interfaces and orchestration' via shared terms (tool, benchmarks, calling) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0297	Matches subsection 'Tool interfaces and orchestration' via shared terms (tool, data, evaluation) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0044	Matches subsection 'Tool interfaces and orchestration' via shared terms (calling, data, function) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0055	Matches subsection 'Tool interfaces and orchestration' via shared terms (tool, calling, data) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0066	Matches subsection 'Tool interfaces and orchestration' via shared terms (tool, architecture, calling) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0094	Matches subsection 'Tool interfaces and orchestration' via shared terms (tool, apis, calling) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0246	Matches subsection 'Tool interfaces and orchestration' via shared terms (tool, data, datasets) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0013	Matches subsection 'Tool interfaces and orchestration' via shared terms (apis, benchmarks, calling) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0146	Matches subsection 'Tool interfaces and orchestration' via shared terms (appear, benchmarks, core) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0194	Matches subsection 'Tool interfaces and orchestration' via shared terms (tool, calling, modes) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0229	Matches subsection 'Tool interfaces and orchestration' via shared terms (tool, benchmarks, selection) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0093	Matches subsection 'Tool interfaces and orchestration' via shared terms (tool, architecture, calling) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0250	Matches subsection 'Tool interfaces and orchestration' via shared terms (tool, benchmarks, core) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0263	Matches subsection 'Tool interfaces and orchestration' via shared terms (tool, data, evaluation) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0012	Matches subsection 'Tool interfaces and orchestration' via shared terms (tool, benchmarks, datasets) in the paper title/abstract. (also mapped 1× already)
3.2	Tool interfaces and orchestration	P0201	Matches subsection 'Tool interfaces and orchestration' via shared terms (tool, benchmarks, design) in the paper title/abstract. (also mapped 1× already)
3.2	Tool interfaces and orchestration	P0230	Matches subsection 'Tool interfaces and orchestration' via shared terms (tool, architecture, core) in the paper title/abstract. (also mapped 1× already)
3.2	Tool interfaces and orchestration	P0168	Matches subsection 'Tool interfaces and orchestration' via shared terms (benchmarks, data, datasets) in the paper title/abstract.
3.2	Tool interfaces and orchestration	P0001	Matches subsection 'Tool interfaces and orchestration' via shared terms (benchmarks, human, interface) in the paper title/abstract. (also mapped 3× already)
4.1	Planning and reasoning loops	P0060	Matches subsection 'Planning and reasoning loops' via shared terms (planning, reasoning, constraints) in the paper title/abstract.
4.1	Planning and reasoning loops	P0233	Matches subsection 'Planning and reasoning loops' via shared terms (planning, reasoning, evaluation) in the paper title/abstract.
4.1	Planning and reasoning loops	P0205	Matches subsection 'Planning and reasoning loops' via shared terms (planning, how, memory) in the paper title/abstract. (also mapped 1× already)
4.1	Planning and reasoning loops	P0148	Matches subsection 'Planning and reasoning loops' via shared terms (planning, benchmarks, failure) in the paper title/abstract.
4.1	Planning and reasoning loops	P0019	Matches subsection 'Planning and reasoning loops' via shared terms (reasoning, explicit, how) in the paper title/abstract.
4.1	Planning and reasoning loops	P0180	Matches subsection 'Planning and reasoning loops' via shared terms (planning, constraints, evaluation) in the paper title/abstract.
4.1	Planning and reasoning loops	P0254	Matches subsection 'Planning and reasoning loops' via shared terms (reasoning, datasets, interface) in the paper title/abstract.
4.1	Planning and reasoning loops	P0018	Matches subsection 'Planning and reasoning loops' via shared terms (reasoning, how, include) in the paper title/abstract.
4.1	Planning and reasoning loops	P0130	Matches subsection 'Planning and reasoning loops' via shared terms (reasoning, mechanism, memory) in the paper title/abstract.
4.1	Planning and reasoning loops	P0199	Matches subsection 'Planning and reasoning loops' via shared terms (reasoning, cues, evaluation) in the paper title/abstract.
4.1	Planning and reasoning loops	P0268	Matches subsection 'Planning and reasoning loops' via shared terms (planning, data, decomposition) in the paper title/abstract.
4.1	Planning and reasoning loops	P0274	Matches subsection 'Planning and reasoning loops' via shared terms (planning, constraints, memory) in the paper title/abstract.
4.1	Planning and reasoning loops	P0064	Matches subsection 'Planning and reasoning loops' via shared terms (reasoning, components, explicit) in the paper title/abstract. (also mapped 1× already)
4.1	Planning and reasoning loops	P0145	Matches subsection 'Planning and reasoning loops' via shared terms (planning, constraints, must) in the paper title/abstract.
4.1	Planning and reasoning loops	P0170	Matches subsection 'Planning and reasoning loops' via shared terms (reasoning, calls, compute) in the paper title/abstract.
4.1	Planning and reasoning loops	P0211	Matches subsection 'Planning and reasoning loops' via shared terms (planning, datasets, memory) in the paper title/abstract.
4.1	Planning and reasoning loops	P0086	Matches subsection 'Planning and reasoning loops' via shared terms (reasoning, calls, human) in the paper title/abstract.
4.1	Planning and reasoning loops	P0089	Matches subsection 'Planning and reasoning loops' via shared terms (reasoning, components, datasets) in the paper title/abstract.
4.1	Planning and reasoning loops	P0097	Matches subsection 'Planning and reasoning loops' via shared terms (planning, decomposition, memory) in the paper title/abstract.
4.1	Planning and reasoning loops	P0025	Matches subsection 'Planning and reasoning loops' via shared terms (architecture, choices, components) in the paper title/abstract. (also mapped 1× already)
4.1	Planning and reasoning loops	P0243	Matches subsection 'Planning and reasoning loops' via shared terms (architecture, benchmarks, core) in the paper title/abstract. (also mapped 1× already)
4.1	Planning and reasoning loops	P0046	Matches subsection 'Planning and reasoning loops' via shared terms (reasoning, anchors, reasoning) in the paper title/abstract.
4.1	Planning and reasoning loops	P0131	Matches subsection 'Planning and reasoning loops' via shared terms (reasoning, architecture, major) in the paper title/abstract.
4.1	Planning and reasoning loops	P0142	Matches subsection 'Planning and reasoning loops' via shared terms (planning, data, human) in the paper title/abstract.
4.1	Planning and reasoning loops	P0165	Matches subsection 'Planning and reasoning loops' via shared terms (planning, core, data) in the paper title/abstract.
4.1	Planning and reasoning loops	P0190	Matches subsection 'Planning and reasoning loops' via shared terms (benchmarks, core, data) in the paper title/abstract.
4.1	Planning and reasoning loops	P0215	Matches subsection 'Planning and reasoning loops' via shared terms (reasoning, cover, evaluation) in the paper title/abstract.
4.1	Planning and reasoning loops	P0001	Matches subsection 'Planning and reasoning loops' via shared terms (reasoning, benchmarks, components) in the paper title/abstract. (also mapped 4× already)
4.2	Memory and retrieval (RAG)	P0290	Matches subsection 'Memory and retrieval (RAG)' via shared terms (memory, benchmarks, components) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0234	Matches subsection 'Memory and retrieval (RAG)' via shared terms (retrieval, core, design) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0102	Matches subsection 'Memory and retrieval (RAG)' via shared terms (architecture, datasets, human) in the paper title/abstract. (also mapped 1× already)
4.2	Memory and retrieval (RAG)	P0196	Matches subsection 'Memory and retrieval (RAG)' via shared terms (memory, compute, constraints) in the paper title/abstract. (also mapped 1× already)
4.2	Memory and retrieval (RAG)	P0041	Matches subsection 'Memory and retrieval (RAG)' via shared terms (architecture, constraints, core) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0007	Matches subsection 'Memory and retrieval (RAG)' via shared terms (rag, comparison, identify) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0057	Matches subsection 'Memory and retrieval (RAG)' via shared terms (rag, evaluation, rag) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0280	Matches subsection 'Memory and retrieval (RAG)' via shared terms (benchmarks, components, data) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0287	Matches subsection 'Memory and retrieval (RAG)' via shared terms (memory, architecture, latency) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0033	Matches subsection 'Memory and retrieval (RAG)' via shared terms (datasets, evaluation, long) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0045	Matches subsection 'Memory and retrieval (RAG)' via shared terms (benchmarks, data, datasets) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0054	Matches subsection 'Memory and retrieval (RAG)' via shared terms (retrieval, design, evaluation) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0061	Matches subsection 'Memory and retrieval (RAG)' via shared terms (benchmarks, components, core) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0128	Matches subsection 'Memory and retrieval (RAG)' via shared terms (benchmarks, components, design) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0175	Matches subsection 'Memory and retrieval (RAG)' via shared terms (retrieval, benchmarks, explicit) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0197	Matches subsection 'Memory and retrieval (RAG)' via shared terms (retrieval, data, datasets) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0205	Matches subsection 'Memory and retrieval (RAG)' via shared terms (how, long, memory) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0226	Matches subsection 'Memory and retrieval (RAG)' via shared terms (memory, components, core) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0227	Matches subsection 'Memory and retrieval (RAG)' via shared terms (memory, architecture, benchmarks) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0238	Matches subsection 'Memory and retrieval (RAG)' via shared terms (data, failure, grounding) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0025	Matches subsection 'Memory and retrieval (RAG)' via shared terms (architecture, choices, components) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0091	Matches subsection 'Memory and retrieval (RAG)' via shared terms (benchmarks, components, core) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0243	Matches subsection 'Memory and retrieval (RAG)' via shared terms (architecture, benchmarks, core) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0011	Matches subsection 'Memory and retrieval (RAG)' via shared terms (benchmarks, data, datasets) in the paper title/abstract. (also mapped 1× already)
4.2	Memory and retrieval (RAG)	P0072	Matches subsection 'Memory and retrieval (RAG)' via shared terms (benchmarks, core, design) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0158	Matches subsection 'Memory and retrieval (RAG)' via shared terms (benchmarks, data, human) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0162	Matches subsection 'Memory and retrieval (RAG)' via shared terms (benchmarks, evaluation, limitations) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0001	Matches subsection 'Memory and retrieval (RAG)' via shared terms (benchmarks, components, human) in the paper title/abstract. (also mapped 1× already)
5.1	Self-improvement and adaptation	P0067	Matches subsection 'Self-improvement and adaptation' via shared terms (self, benchmarks, data) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0178	Matches subsection 'Self-improvement and adaptation' via shared terms (self, benchmarks, cost) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0116	Matches subsection 'Self-improvement and adaptation' via shared terms (cost, data, datasets) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0176	Matches subsection 'Self-improvement and adaptation' via shared terms (adaptation, adaptation, benchmarks) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0011	Matches subsection 'Self-improvement and adaptation' via shared terms (benchmarks, data, datasets) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0065	Matches subsection 'Self-improvement and adaptation' via shared terms (self, critique, evaluation) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0132	Matches subsection 'Self-improvement and adaptation' via shared terms (self, design, driven) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0082	Matches subsection 'Self-improvement and adaptation' via shared terms (self, datasets, evaluation) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0103	Matches subsection 'Self-improvement and adaptation' via shared terms (self, benchmarks, cost) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0141	Matches subsection 'Self-improvement and adaptation' via shared terms (architecture, data, design) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0184	Matches subsection 'Self-improvement and adaptation' via shared terms (adaptation, adaptation, benchmarks) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0271	Matches subsection 'Self-improvement and adaptation' via shared terms (core, cost, data) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0102	Matches subsection 'Self-improvement and adaptation' via shared terms (architecture, datasets, human) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0143	Matches subsection 'Self-improvement and adaptation' via shared terms (self, data, datasets) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0183	Matches subsection 'Self-improvement and adaptation' via shared terms (cost, data, datasets) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0196	Matches subsection 'Self-improvement and adaptation' via shared terms (compute, constraints, explain) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0083	Matches subsection 'Self-improvement and adaptation' via shared terms (design, how, learning) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0009	Matches subsection 'Self-improvement and adaptation' via shared terms (benchmarks, driven, evaluation) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0068	Matches subsection 'Self-improvement and adaptation' via shared terms (benchmarks, data, evaluation) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0113	Matches subsection 'Self-improvement and adaptation' via shared terms (data, datasets, design) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0164	Matches subsection 'Self-improvement and adaptation' via shared terms (self, comparisons, human) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0167	Matches subsection 'Self-improvement and adaptation' via shared terms (comparison, coordination, cost) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0169	Matches subsection 'Self-improvement and adaptation' via shared terms (self, benchmarks, data) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0084	Matches subsection 'Self-improvement and adaptation' via shared terms (improvement, cost, improvement) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0092	Matches subsection 'Self-improvement and adaptation' via shared terms (benchmarks, data, datasets) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0100	Matches subsection 'Self-improvement and adaptation' via shared terms (architecture, evaluation, failure) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0064	Matches subsection 'Self-improvement and adaptation' via shared terms (adaptation, driven, explicit) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0001	Matches subsection 'Self-improvement and adaptation' via shared terms (benchmarks, human, learning) in the paper title/abstract.
5.2	Multi-agent coordination	P0185	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0072	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract. (also mapped 1× already)
5.2	Multi-agent coordination	P0184	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, adaptation) in the paper title/abstract. (also mapped 1× already)
5.2	Multi-agent coordination	P0273	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract. (also mapped 1× already)
5.2	Multi-agent coordination	P0144	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0222	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0266	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0275	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0119	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract. (also mapped 1× already)
5.2	Multi-agent coordination	P0258	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0063	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0069	Matches subsection 'Multi-agent coordination' via shared terms (agent, agent, communication) in the paper title/abstract.
5.2	Multi-agent coordination	P0075	Matches subsection 'Multi-agent coordination' via shared terms (agent, agent, budget) in the paper title/abstract.
5.2	Multi-agent coordination	P0260	Matches subsection 'Multi-agent coordination' via shared terms (agent, agent, aggregation) in the paper title/abstract.
5.2	Multi-agent coordination	P0148	Matches subsection 'Multi-agent coordination' via shared terms (coordination, agent, benchmarks) in the paper title/abstract. (also mapped 1× already)
5.2	Multi-agent coordination	P0178	Matches subsection 'Multi-agent coordination' via shared terms (agent, agent, benchmarks) in the paper title/abstract. (also mapped 1× already)
5.2	Multi-agent coordination	P0189	Matches subsection 'Multi-agent coordination' via shared terms (multi, agent, benchmarks) in the paper title/abstract. (also mapped 1× already)
5.2	Multi-agent coordination	P0194	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract. (also mapped 1× already)
5.2	Multi-agent coordination	P0083	Matches subsection 'Multi-agent coordination' via shared terms (multi, agent, design) in the paper title/abstract. (also mapped 1× already)
5.2	Multi-agent coordination	P0209	Matches subsection 'Multi-agent coordination' via shared terms (agent, agent, constraints) in the paper title/abstract.
5.2	Multi-agent coordination	P0239	Matches subsection 'Multi-agent coordination' via shared terms (agent, agent, benchmarks) in the paper title/abstract.
5.2	Multi-agent coordination	P0030	Matches subsection 'Multi-agent coordination' via shared terms (agent, agent, communication) in the paper title/abstract. (also mapped 1× already)
5.2	Multi-agent coordination	P0156	Matches subsection 'Multi-agent coordination' via shared terms (agent, agent, architecture) in the paper title/abstract. (also mapped 1× already)
5.2	Multi-agent coordination	P0159	Matches subsection 'Multi-agent coordination' via shared terms (agent, agent, benchmarks) in the paper title/abstract. (also mapped 1× already)
5.2	Multi-agent coordination	P0177	Matches subsection 'Multi-agent coordination' via shared terms (agent, agent, benchmarks) in the paper title/abstract. (also mapped 1× already)
5.2	Multi-agent coordination	P0015	Matches subsection 'Multi-agent coordination' via shared terms (agent, agent, data) in the paper title/abstract.
5.2	Multi-agent coordination	P0017	Matches subsection 'Multi-agent coordination' via shared terms (agent, adaptation, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0280	Matches subsection 'Multi-agent coordination' via shared terms (agent, agent, benchmarks) in the paper title/abstract. (also mapped 1× already)
6.1	Benchmarks and evaluation protocols	P0208	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, benchmarks, data) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0009	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (benchmarks, benchmarks, evaluation) in the paper title/abstract. (also mapped 1× already)
6.1	Benchmarks and evaluation protocols	P0168	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, benchmarks, data) in the paper title/abstract. (also mapped 1× already)
6.1	Benchmarks and evaluation protocols	P0027	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, constraints, evaluation) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0074	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, design, evaluation) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0068	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (benchmarks, data, evaluation) in the paper title/abstract. (also mapped 1× already)
6.1	Benchmarks and evaluation protocols	P0146	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, appear, benchmarks) in the paper title/abstract. (also mapped 1× already)
6.1	Benchmarks and evaluation protocols	P0071	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, design, evaluation) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0200	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (benchmarks, canonical, core) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0080	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, core, evaluation) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0116	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (data, datasets, design) in the paper title/abstract. (also mapped 1× already)
6.1	Benchmarks and evaluation protocols	P0141	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (architecture, data, design) in the paper title/abstract. (also mapped 1× already)
6.1	Benchmarks and evaluation protocols	P0288	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, evaluation, protocol) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0073	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, benchmarks, evaluation) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0147	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (architecture, data, design) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0153	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (concerns, data, mechanism) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0172	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (cues, how, human) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0188	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (data, limitations, protocol) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0192	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, data, evaluation) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0110	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (constraints, data, design) in the paper title/abstract. (also mapped 1× already)
6.1	Benchmarks and evaluation protocols	P0061	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (benchmarks, core, data) in the paper title/abstract. (also mapped 1× already)
6.1	Benchmarks and evaluation protocols	P0067	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (benchmarks, data, evaluation) in the paper title/abstract. (also mapped 1× already)
6.1	Benchmarks and evaluation protocols	P0300	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, how, include) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0058	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (data, how, policy) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0062	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (data, leakage, risks) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0076	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, metrics, setup) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0077	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, explicit, recent) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0280	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (benchmarks, data, design) in the paper title/abstract. (also mapped 2× already)
6.2	Safety, security, and governance	P0186	Matches subsection 'Safety, security, and governance' via shared terms (security, agents, evaluation) in the paper title/abstract.
6.2	Safety, security, and governance	P0241	Matches subsection 'Safety, security, and governance' via shared terms (safety, agents, benchmarks) in the paper title/abstract.
6.2	Safety, security, and governance	P0117	Matches subsection 'Safety, security, and governance' via shared terms (safety, agents, constraints) in the paper title/abstract.
