paper_id,title,year,url,arxiv_id,primary_category,categories,pdf_url,topic,reason
P0029,Group-in-Group Policy Optimization for LLM Agent Training,2025,http://arxiv.org/abs/2505.10978v3,2505.10978v3,cs.LG,"cs.LG,cs.AI",https://arxiv.org/pdf/2505.10978v3,,ranked_by=relevance;score=9
P0030,Reasoning-Style Poisoning of LLM Agents via Stealthy Style Transfer: Process-Level Attacks and Runtime Monitoring in RSV Space,2025,http://arxiv.org/abs/2512.14448v1,2512.14448v1,cs.CR,"cs.CR,cs.AI",https://arxiv.org/pdf/2512.14448v1,,ranked_by=relevance;score=9
P0031,"Talk Less, Call Right: Enhancing Role-Play LLM Agents with Automatic Prompt Optimization and Role Prompting",2025,http://arxiv.org/abs/2509.00482v2,2509.00482v2,cs.CL,"cs.CL,cs.AI,cs.HC",https://arxiv.org/pdf/2509.00482v2,,ranked_by=relevance;score=9
P0032,Task Memory Engine: Spatial Memory for Robust Multi-Step LLM Agents,2025,http://arxiv.org/abs/2505.19436v1,2505.19436v1,cs.AI,"cs.AI,cs.CL",https://arxiv.org/pdf/2505.19436v1,,ranked_by=relevance;score=9
P0033,Where LLM Agents Fail and How They can Learn From Failures,2025,http://arxiv.org/abs/2509.25370v1,2509.25370v1,cs.AI,cs.AI,https://arxiv.org/pdf/2509.25370v1,,ranked_by=relevance;score=9
P0034,Youtu-LLM: Unlocking the Native Agentic Potential for Lightweight Large Language Models,2025,http://arxiv.org/abs/2512.24618v2,2512.24618v2,cs.CL,cs.CL,https://arxiv.org/pdf/2512.24618v2,,ranked_by=relevance;score=9
P0035,A Survey on Large Language Model-Based Game Agents,2024,http://arxiv.org/abs/2404.02039v4,2404.02039v4,cs.AI,cs.AI,https://arxiv.org/pdf/2404.02039v4,,ranked_by=relevance;score=9
P0036,A Survey on Large Language Model-based Agents for Statistics and Data Science,2024,http://arxiv.org/abs/2412.14222v2,2412.14222v2,cs.AI,"cs.AI,cs.CL,cs.LG,stat.OT",https://arxiv.org/pdf/2412.14222v2,,ranked_by=relevance;score=9
P0037,AgentSquare: Automatic LLM Agent Search in Modular Design Space,2024,http://arxiv.org/abs/2410.06153v3,2410.06153v3,cs.CL,cs.CL,https://arxiv.org/pdf/2410.06153v3,,ranked_by=relevance;score=9
P0038,EHRAgent: Code Empowers Large Language Models for Few-shot Complex Tabular Reasoning on Electronic Health Records,2024,http://arxiv.org/abs/2401.07128v3,2401.07128v3,cs.CL,"cs.CL,cs.AI",https://arxiv.org/pdf/2401.07128v3,,ranked_by=relevance;score=9
P0039,Understanding the planning of LLM agents: A survey,2024,http://arxiv.org/abs/2402.02716v1,2402.02716v1,cs.AI,"cs.AI,cs.CL,cs.LG",https://arxiv.org/pdf/2402.02716v1,,ranked_by=relevance;score=9
P0040,Large Language Model Enhanced Multi-Agent Systems for 6G Communications,2023,http://arxiv.org/abs/2312.07850v1,2312.07850v1,cs.AI,cs.AI,https://arxiv.org/pdf/2312.07850v1,,ranked_by=relevance;score=9
P0041,"Agentic Artificial Intelligence (AI): Architectures, Taxonomies, and Evaluation of Large Language Model Agents",2026,http://arxiv.org/abs/2601.12560v1,2601.12560v1,cs.AI,"cs.AI,cs.MA",https://arxiv.org/pdf/2601.12560v1,,ranked_by=relevance;score=8
P0042,Agentic Reasoning for Large Language Models,2026,http://arxiv.org/abs/2601.12538v1,2601.12538v1,cs.AI,"cs.AI,cs.CL",https://arxiv.org/pdf/2601.12538v1,,ranked_by=relevance;score=8
P0043,A Survey of Context Engineering for Large Language Models,2025,http://arxiv.org/abs/2507.13334v2,2507.13334v2,cs.CL,cs.CL,https://arxiv.org/pdf/2507.13334v2,,ranked_by=relevance;score=8
P0044,A Survey of Large Language Model Empowered Agents for Recommendation and Search: Towards Next-Generation Information Retrieval,2025,http://arxiv.org/abs/2503.05659v2,2503.05659v2,cs.IR,cs.IR,https://arxiv.org/pdf/2503.05659v2,,ranked_by=relevance;score=8
P0045,A Survey of Scientific Large Language Models: From Data Foundations to Agent Frontiers,2025,http://arxiv.org/abs/2508.21148v2,2508.21148v2,cs.CL,"cs.CL,cs.AI",https://arxiv.org/pdf/2508.21148v2,,ranked_by=relevance;score=8
P0046,A Survey on Inference Engines for Large Language Models: Perspectives on Optimization and Efficiency,2025,http://arxiv.org/abs/2505.01658v3,2505.01658v3,cs.CL,cs.CL,https://arxiv.org/pdf/2505.01658v3,,ranked_by=relevance;score=8
P0047,A-MemGuard: A Proactive Defense Framework for LLM-Based Agent Memory,2025,http://arxiv.org/abs/2510.02373v1,2510.02373v1,cs.CR,"cs.CR,cs.AI",https://arxiv.org/pdf/2510.02373v1,,ranked_by=relevance;score=8
P0048,ACON: Optimizing Context Compression for Long-horizon LLM Agents,2025,http://arxiv.org/abs/2510.00615v2,2510.00615v2,cs.AI,"cs.AI,cs.CL",https://arxiv.org/pdf/2510.00615v2,,ranked_by=relevance;score=8
P0049,AgentSwift: Efficient LLM Agent Design via Value-guided Hierarchical Search,2025,http://arxiv.org/abs/2506.06017v2,2506.06017v2,cs.CL,cs.CL,https://arxiv.org/pdf/2506.06017v2,,ranked_by=relevance;score=8
P0050,Agentic Software Issue Resolution with Large Language Models: A Survey,2025,http://arxiv.org/abs/2512.22256v1,2512.22256v1,cs.SE,"cs.SE,cs.AI",https://arxiv.org/pdf/2512.22256v1,,ranked_by=relevance;score=8
P0051,Agents of Change: Self-Evolving LLM Agents for Strategic Planning,2025,http://arxiv.org/abs/2506.04651v2,2506.04651v2,cs.AI,cs.AI,https://arxiv.org/pdf/2506.04651v2,,ranked_by=relevance;score=8
P0052,Aligning LLM agents with human learning and adjustment behavior: a dual agent approach,2025,http://arxiv.org/abs/2511.00993v1,2511.00993v1,cs.AI,"cs.AI,cs.LG",https://arxiv.org/pdf/2511.00993v1,,ranked_by=relevance;score=8
P0053,AudioToolAgent: An Agentic Framework for Audio-Language Models,2025,http://arxiv.org/abs/2510.02995v1,2510.02995v1,cs.SD,cs.SD,https://arxiv.org/pdf/2510.02995v1,,ranked_by=relevance;score=8
P0054,AutoTool: Efficient Tool Selection for Large Language Model Agents,2025,http://arxiv.org/abs/2511.14650v1,2511.14650v1,cs.AI,cs.AI,https://arxiv.org/pdf/2511.14650v1,,ranked_by=relevance;score=8
P0055,Automated stereotactic radiosurgery planning using a human-in-the-loop reasoning large language model agent,2025,http://arxiv.org/abs/2512.20586v1,2512.20586v1,cs.AI,"cs.AI,cs.CL,cs.HC",https://arxiv.org/pdf/2512.20586v1,,ranked_by=relevance;score=8
P0056,Automating Android Build Repair: Bridging the Reasoning-Execution Gap in LLM Agents with Domain-Specific Tools,2025,http://arxiv.org/abs/2510.08640v2,2510.08640v2,cs.SE,"cs.SE,cs.AI",https://arxiv.org/pdf/2510.08640v2,,ranked_by=relevance;score=8
P0057,"Autonomous Radiotherapy Treatment Planning Using DOLA: A Privacy-Preserving, LLM-Based Optimization Agent",2025,http://arxiv.org/abs/2503.17553v1,2503.17553v1,physics.med-ph,"physics.med-ph,cs.AI,cs.CL,cs.ET,cs.HC",https://arxiv.org/pdf/2503.17553v1,,ranked_by=relevance;score=8
P0058,Bridging AI and Software Security: A Comparative Vulnerability Assessment of LLM Agent Deployment Paradigms,2025,http://arxiv.org/abs/2507.06323v1,2507.06323v1,cs.CR,"cs.CR,cs.AI",https://arxiv.org/pdf/2507.06323v1,,ranked_by=relevance;score=8
P0059,Can LLM Agents Solve Collaborative Tasks? A Study on Urgency-Aware Planning and Coordination,2025,http://arxiv.org/abs/2508.14635v1,2508.14635v1,cs.RO,"cs.RO,cs.AI",https://arxiv.org/pdf/2508.14635v1,,ranked_by=relevance;score=8
P0060,Complex System Diagnostics Using a Knowledge Graph-Informed and Large Language Model-Enhanced Framework,2025,http://arxiv.org/abs/2505.21291v1,2505.21291v1,cs.AI,cs.AI,https://arxiv.org/pdf/2505.21291v1,,ranked_by=relevance;score=8
P0061,Connecting the Dots: A Chain-of-Collaboration Prompting Framework for LLM Agents,2025,http://arxiv.org/abs/2505.10936v1,2505.10936v1,cs.CL,cs.CL,https://arxiv.org/pdf/2505.10936v1,,ranked_by=relevance;score=8
P0062,Evaluating Memory in LLM Agents via Incremental Multi-Turn Interactions,2025,http://arxiv.org/abs/2507.05257v2,2507.05257v2,cs.CL,"cs.CL,cs.AI",https://arxiv.org/pdf/2507.05257v2,,ranked_by=relevance;score=8
P0063,Forewarned is Forearmed: A Survey on Large Language Model-based Agents in Autonomous Cyberattacks,2025,http://arxiv.org/abs/2505.12786v2,2505.12786v2,cs.NI,cs.NI,https://arxiv.org/pdf/2505.12786v2,,ranked_by=relevance;score=8
P0064,GraphCodeAgent: Dual Graph-Guided LLM Agent for Retrieval-Augmented Repo-Level Code Generation,2025,http://arxiv.org/abs/2504.10046v2,2504.10046v2,cs.SE,cs.SE,https://arxiv.org/pdf/2504.10046v2,,ranked_by=relevance;score=8
P0065,HierRouter: Coordinated Routing of Specialized Large Language Models via Reinforcement Learning,2025,http://arxiv.org/abs/2511.09873v1,2511.09873v1,cs.CL,"cs.CL,cs.LG",https://arxiv.org/pdf/2511.09873v1,,ranked_by=relevance;score=8
P0066,InfoBid: A Simulation Framework for Studying Information Disclosure in Auctions with Large Language Model-based Agents,2025,http://arxiv.org/abs/2503.22726v1,2503.22726v1,cs.GT,"cs.GT,cs.CL,cs.HC,cs.MA,econ.GN",https://arxiv.org/pdf/2503.22726v1,,ranked_by=relevance;score=8
P0067,InsurAgent: A Large Language Model-Empowered Agent for Simulating Individual Behavior in Purchasing Flood Insurance,2025,http://arxiv.org/abs/2511.02119v1,2511.02119v1,cs.AI,"cs.AI,cs.CL",https://arxiv.org/pdf/2511.02119v1,,ranked_by=relevance;score=8
P0068,LLM Agents Beyond Utility: An Open-Ended Perspective,2025,http://arxiv.org/abs/2510.14548v1,2510.14548v1,cs.AI,cs.AI,https://arxiv.org/pdf/2510.14548v1,,ranked_by=relevance;score=8
P0069,LLM Agents for Knowledge Discovery in Atomic Layer Processing,2025,http://arxiv.org/abs/2509.26201v1,2509.26201v1,cs.AI,"cs.AI,cond-mat.mes-hall,cond-mat.mtrl-sci",https://arxiv.org/pdf/2509.26201v1,,ranked_by=relevance;score=8
P0070,LLM-Agent-Controller: A Universal Multi-Agent Large Language Model System as a Control Engineer,2025,http://arxiv.org/abs/2505.19567v1,2505.19567v1,cs.AI,"cs.AI,cs.MA",https://arxiv.org/pdf/2505.19567v1,,ranked_by=relevance;score=8
P0071,LLM-Based Human-Agent Collaboration and Interaction Systems: A Survey,2025,http://arxiv.org/abs/2505.00753v4,2505.00753v4,cs.CL,"cs.CL,cs.LG",https://arxiv.org/pdf/2505.00753v4,,ranked_by=relevance;score=8
P0072,LLM-Guided Reinforcement Learning with Representative Agents for Traffic Modeling,2025,http://arxiv.org/abs/2511.06260v1,2511.06260v1,cs.GT,"cs.GT,cs.AI,eess.SY",https://arxiv.org/pdf/2511.06260v1,,ranked_by=relevance;score=8
P0073,LLM/Agent-as-Data-Analyst: A Survey,2025,http://arxiv.org/abs/2509.23988v3,2509.23988v3,cs.AI,"cs.AI,cs.DB",https://arxiv.org/pdf/2509.23988v3,,ranked_by=relevance;score=8
P0074,"Large Language Model Agent: A Survey on Methodology, Applications and Challenges",2025,http://arxiv.org/abs/2503.21460v1,2503.21460v1,cs.CL,cs.CL,https://arxiv.org/pdf/2503.21460v1,,ranked_by=relevance;score=8
P0075,"Large Language Model Powered Intelligent Urban Agents: Concepts, Capabilities, and Applications",2025,http://arxiv.org/abs/2507.00914v1,2507.00914v1,cs.MA,"cs.MA,cs.AI",https://arxiv.org/pdf/2507.00914v1,,ranked_by=relevance;score=8
P0076,Large Language Model enabled Mathematical Modeling,2025,http://arxiv.org/abs/2510.19895v1,2510.19895v1,cs.CL,"cs.CL,cs.AI",https://arxiv.org/pdf/2510.19895v1,,ranked_by=relevance;score=8
P0077,Large Language Models for Planning: A Comprehensive and Systematic Survey,2025,http://arxiv.org/abs/2505.19683v1,2505.19683v1,cs.AI,"cs.AI,cs.CL",https://arxiv.org/pdf/2505.19683v1,,ranked_by=relevance;score=8
P0078,LatteReview: A Multi-Agent Framework for Systematic Review Automation Using Large Language Models,2025,http://arxiv.org/abs/2501.05468v2,2501.05468v2,cs.CL,cs.CL,https://arxiv.org/pdf/2501.05468v2,,ranked_by=relevance;score=8
P0079,"Learn as Individuals, Evolve as a Team: Multi-agent LLMs Adaptation in Embodied Environments",2025,http://arxiv.org/abs/2506.07232v1,2506.07232v1,cs.MA,"cs.MA,cs.AI,cs.LG",https://arxiv.org/pdf/2506.07232v1,,ranked_by=relevance;score=8
P0080,MARVEL: Multi-Agent RTL Vulnerability Extraction using Large Language Models,2025,http://arxiv.org/abs/2505.11963v2,2505.11963v2,cs.CR,"cs.CR,cs.AI",https://arxiv.org/pdf/2505.11963v2,,ranked_by=relevance;score=8
P0081,MCP-RADAR: A Multi-Dimensional Benchmark for Evaluating Tool Use Capabilities in Large Language Models,2025,http://arxiv.org/abs/2505.16700v2,2505.16700v2,cs.AI,cs.AI,https://arxiv.org/pdf/2505.16700v2,,ranked_by=relevance;score=8
P0082,Measuring temporal effects of agent knowledge by date-controlled tool use,2025,http://arxiv.org/abs/2503.04188v2,2503.04188v2,cs.CL,"cs.CL,cs.IR",https://arxiv.org/pdf/2503.04188v2,,ranked_by=relevance;score=8
P0083,MemTool: Optimizing Short-Term Memory Management for Dynamic Tool Calling in LLM Agent Multi-Turn Conversations,2025,http://arxiv.org/abs/2507.21428v1,2507.21428v1,cs.CL,cs.CL,https://arxiv.org/pdf/2507.21428v1,,ranked_by=relevance;score=8
P0084,Meta-Thinking in LLMs via Multi-Agent Reinforcement Learning: A Survey,2025,http://arxiv.org/abs/2504.14520v1,2504.14520v1,cs.AI,"cs.AI,cs.CL",https://arxiv.org/pdf/2504.14520v1,,ranked_by=relevance;score=8
P0085,Multi-Agent Autonomous Driving Systems with Large Language Models: A Survey of Recent Advances,2025,http://arxiv.org/abs/2502.16804v2,2502.16804v2,cs.MA,"cs.MA,cs.AI",https://arxiv.org/pdf/2502.16804v2,,ranked_by=relevance;score=8
P0086,Progent: Programmable Privilege Control for LLM Agents,2025,http://arxiv.org/abs/2504.11703v2,2504.11703v2,cs.CR,"cs.CR,cs.AI",https://arxiv.org/pdf/2504.11703v2,,ranked_by=relevance;score=8
P0087,SAND: Boosting LLM Agents with Self-Taught Action Deliberation,2025,http://arxiv.org/abs/2507.07441v2,2507.07441v2,cs.CL,cs.CL,https://arxiv.org/pdf/2507.07441v2,,ranked_by=relevance;score=8
P0088,Search-on-Graph: Iterative Informed Navigation for Large Language Model Reasoning on Knowledge Graphs,2025,http://arxiv.org/abs/2510.08825v1,2510.08825v1,cs.CL,cs.CL,https://arxiv.org/pdf/2510.08825v1,,ranked_by=relevance;score=8
P0089,Training Task Reasoning LLM Agents for Multi-turn Task Planning via Single-turn Reinforcement Learning,2025,http://arxiv.org/abs/2509.20616v2,2509.20616v2,cs.LG,"cs.LG,eess.SY",https://arxiv.org/pdf/2509.20616v2,,ranked_by=relevance;score=8
P0090,A Survey on Large Language Model-Based Social Agents in Game-Theoretic Scenarios,2024,http://arxiv.org/abs/2412.03920v2,2412.03920v2,cs.CL,"cs.CL,cs.AI",https://arxiv.org/pdf/2412.03920v2,,ranked_by=relevance;score=8
P0091,A Survey on the Memory Mechanism of Large Language Model based Agents,2024,http://arxiv.org/abs/2404.13501v1,2404.13501v1,cs.AI,cs.AI,https://arxiv.org/pdf/2404.13501v1,,ranked_by=relevance;score=8
P0092,APT: Architectural Planning and Text-to-Blueprint Construction Using Large Language Models for Open-World Agents,2024,http://arxiv.org/abs/2411.17255v2,2411.17255v2,cs.LG,"cs.LG,cs.AI",https://arxiv.org/pdf/2411.17255v2,,ranked_by=relevance;score=8
P0093,ArCHer: Training Language Model Agents via Hierarchical Multi-Turn RL,2024,http://arxiv.org/abs/2402.19446v1,2402.19446v1,cs.LG,"cs.LG,cs.AI,cs.CL",https://arxiv.org/pdf/2402.19446v1,,ranked_by=relevance;score=8
P0094,AriGraph: Learning Knowledge Graph World Models with Episodic Memory for LLM Agents,2024,http://arxiv.org/abs/2407.04363v3,2407.04363v3,cs.AI,cs.AI,https://arxiv.org/pdf/2407.04363v3,,ranked_by=relevance;score=8
P0095,Automatic Control With Human-Like Reasoning: Exploring Language Model Embodied Air Traffic Agents,2024,http://arxiv.org/abs/2409.09717v1,2409.09717v1,cs.AI,"cs.AI,cs.CL",https://arxiv.org/pdf/2409.09717v1,,ranked_by=relevance;score=8
P0096,AvaTaR: Optimizing LLM Agents for Tool Usage via Contrastive Reasoning,2024,http://arxiv.org/abs/2406.11200v3,2406.11200v3,cs.LG,"cs.LG,cs.CL",https://arxiv.org/pdf/2406.11200v3,,ranked_by=relevance;score=8
P0097,Cooperate or Collapse: Emergence of Sustainable Cooperation in a Society of LLM Agents,2024,http://arxiv.org/abs/2404.16698v4,2404.16698v4,cs.CL,cs.CL,https://arxiv.org/pdf/2404.16698v4,,ranked_by=relevance;score=8
P0098,EnvGen: Generating and Adapting Environments via LLMs for Training Embodied Agents,2024,http://arxiv.org/abs/2403.12014v2,2403.12014v2,cs.CL,"cs.CL,cs.AI,cs.LG",https://arxiv.org/pdf/2403.12014v2,,ranked_by=relevance;score=8
P0099,"From LLMs to LLM-based Agents for Software Engineering: A Survey of Current, Challenges and Future",2024,http://arxiv.org/abs/2408.02479v2,2408.02479v2,cs.SE,"cs.SE,cs.AI,cs.CL",https://arxiv.org/pdf/2408.02479v2,,ranked_by=relevance;score=8
P0100,"If LLM Is the Wizard, Then Code Is the Wand: A Survey on How Code Empowers Large Language Models to Serve as Intelligent Agents",2024,http://arxiv.org/abs/2401.00812v2,2401.00812v2,cs.CL,cs.CL,https://arxiv.org/pdf/2401.00812v2,,ranked_by=relevance;score=8
P0101,Iteration of Thought: Leveraging Inner Dialogue for Autonomous Large Language Model Reasoning,2024,http://arxiv.org/abs/2409.12618v2,2409.12618v2,cs.CL,"cs.CL,cs.AI,cs.LG,cs.MA",https://arxiv.org/pdf/2409.12618v2,,ranked_by=relevance;score=8
P0102,KG-Agent: An Efficient Autonomous Agent Framework for Complex Reasoning over Knowledge Graph,2024,http://arxiv.org/abs/2402.11163v1,2402.11163v1,cs.CL,cs.CL,https://arxiv.org/pdf/2402.11163v1,,ranked_by=relevance;score=8
P0103,LLMSat: A Large Language Model-Based Goal-Oriented Agent for Autonomous Space Exploration,2024,http://arxiv.org/abs/2405.01392v1,2405.01392v1,cs.RO,"cs.RO,cs.AI,cs.LG,cs.MA,physics.space-ph",https://arxiv.org/pdf/2405.01392v1,,ranked_by=relevance;score=8
P0104,LLaMP: Large Language Model Made Powerful for High-fidelity Materials Knowledge Retrieval and Distillation,2024,http://arxiv.org/abs/2401.17244v3,2401.17244v3,cs.CL,"cs.CL,cond-mat.mtrl-sci,cs.AI",https://arxiv.org/pdf/2401.17244v3,,ranked_by=relevance;score=8
P0105,Large Language Model Agent in Financial Trading: A Survey,2024,http://arxiv.org/abs/2408.06361v1,2408.06361v1,q-fin.TR,"q-fin.TR,cs.CL",https://arxiv.org/pdf/2408.06361v1,,ranked_by=relevance;score=8
P0106,"Perceive, Reflect, and Plan: Designing LLM Agent for Goal-Directed City Navigation without Instructions",2024,http://arxiv.org/abs/2408.04168v3,2408.04168v3,cs.AI,cs.AI,https://arxiv.org/pdf/2408.04168v3,,ranked_by=relevance;score=8
P0107,STRIDE: A Tool-Assisted LLM Agent Framework for Strategic and Interactive Decision-Making,2024,http://arxiv.org/abs/2405.16376v2,2405.16376v2,cs.CL,"cs.CL,cs.GT",https://arxiv.org/pdf/2405.16376v2,,ranked_by=relevance;score=8
P0108,Small LLMs Are Weak Tool Learners: A Multi-LLM Agent,2024,http://arxiv.org/abs/2401.07324v3,2401.07324v3,cs.AI,"cs.AI,cs.CL",https://arxiv.org/pdf/2401.07324v3,,ranked_by=relevance;score=8
P0109,Steering Large Language Models between Code Execution and Textual Reasoning,2024,http://arxiv.org/abs/2410.03524v2,2410.03524v2,cs.CL,cs.CL,https://arxiv.org/pdf/2410.03524v2,,ranked_by=relevance;score=8
P0110,Testing and Understanding Erroneous Planning in LLM Agents through Synthesized User Inputs,2024,http://arxiv.org/abs/2404.17833v1,2404.17833v1,cs.AI,"cs.AI,cs.PL",https://arxiv.org/pdf/2404.17833v1,,ranked_by=relevance;score=8
P0111,A Language Agent for Autonomous Driving,2023,http://arxiv.org/abs/2311.10813v4,2311.10813v4,cs.CV,"cs.CV,cs.AI,cs.CL,cs.RO",https://arxiv.org/pdf/2311.10813v4,,ranked_by=relevance;score=8
